,text,created,statusSource,screenName,retweetCount,isRetweet
722,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,11/23/2016 16:12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alonemechi,637,TRUE
723,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:12,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",KirtyKochar,45,TRUE
724,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",twiish_,95,TRUE
725,Narendra #Modi App #Demonetization Survey Results are out! https://t.co/eyEDJoCYmz https://t.co/oxBipqOuB8,11/23/2016 16:12,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",intabloid,0,FALSE
726,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",banjobawra,95,TRUE
727,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NkBlr,95,TRUE
728,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Prashant1056,95,TRUE
729,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 16:11,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",56perumal,41,TRUE
730,"BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:11,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Atheist_Krishna,95,FALSE
731,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 16:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheVisuality,59,TRUE
732,"@Vidyut Real Estate is Indian 
Gold is global 
And you want to fire @narendramodi on #demonetization ?",11/23/2016 16:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",doctor_csr,0,FALSE
733,Gave a cheque to a local car mechanic today. He gladly took it&amp;narrated his life story to keep me entertained. #demonetization,11/23/2016 16:10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yodakabaap,0,FALSE
734,RT @raveeshbhalla: I reserve the right to seriously judge anyone who uses these stats to justify #demonetization knowing how the survey is…,11/23/2016 16:10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yasserkhan,10,TRUE
735,"@suryanavin  on how the current wave of #Demonetization is the apt way towards digitization of the Indian economy. 
https://t.co/B0rYYBkL2J",11/23/2016 16:10,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ItzCash,1,FALSE
736,"RT @pGurus1: #Demonetization move of Modi; Who is supporting it, who is opposing it and why? A complete coverage of all parties - https://t…",11/23/2016 16:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",timeseek1970,19,TRUE
737,80% Indians supports PM Modi's #demonetization. All political parties raising hue and cry on this issue surrender please and let it be.,11/23/2016 16:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SamAsh2014,0,FALSE
738,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 16:10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vijaychavda9,41,TRUE
739,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Ahannansayeed,45,TRUE
740,"Retweeted Harsh K. Kapoor (@harshkkapoor):

#DeMonetization survey results after 24 hours
5Lacs opinions
Amazing... https://t.co/57MdA6rcml",11/23/2016 16:10,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",vijaychavda9,1,FALSE
741,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 16:10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vijaychavda9,59,TRUE
742,"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",11/23/2016 16:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",breddyinduri,33,TRUE
743,"RT @YSRCParty: YSRCP Chief YS Jagan Mohan Reddy's response to a media friend's question
#Demonetization #YSJagan #Ysrcp #NCBN #Tdp https://…",11/23/2016 16:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",breddyinduri,11,TRUE
744,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nethraa_,45,TRUE
745,"RT @YSRCParty: Chandrababu first said that Narendra Modi had implemented #Demonetization, taking his advice. Upon seeing... https://t.co/dx…",11/23/2016 16:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",breddyinduri,7,TRUE
746,"RT @HPCL: #Demonetization
HPNEs Ladies at Mmbi extend help 4 FillingForms, Water at SBI Mahul Rd. Brnch
BringingSmilles
@dpradhanbjp @Ashut…",11/23/2016 16:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Subhank25219819,20,TRUE
747,RT @saaxenanurag: The visionary political leader #ChandrababuNaidu leading support eco-system for an efficient running of #DeMonetization h…,11/23/2016 16:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JaikiranMaram,2,TRUE
748,RT @raveeshbhalla: I reserve the right to seriously judge anyone who uses these stats to justify #demonetization knowing how the survey is…,11/23/2016 16:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rao_raju,10,TRUE
749,"If even 50% of those who downloaded the app have taken the #demonetization survey, that'd make the sample size 1 mln. We are 130 mln people.",11/23/2016 16:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mittermaniac,0,FALSE
750,"RT @finiterecursion: The two thousand rupee note video review 

#DeMonetization 
#DeMonetisation https://t.co/BOx57K5yXa",11/23/2016 16:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mmichav,1,TRUE
751,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:08,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kavita_krishnan,45,TRUE
752,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CatPolitical1,66,TRUE
753,"RT @LocalPressCo: 86% of Indians from both rural &amp; urban areas support #demonetization, feel it was worth the inconvenience https://t.co/60…",11/23/2016 16:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",news_houndz,1,TRUE
754,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",11/23/2016 16:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bist6Govind,45,TRUE
755,"RT @godavar: So, a story that tells you the flipside of the digital revolution @Paytm and #Demonetization are busy celebrating. My phone go…",11/23/2016 16:07,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",iabhishekk,10,TRUE
756,"RT @IRS_India: So are you in support of the #demonetization or not?
Well, according to public opinion majority of the Indians sure are!
#Ma…",11/23/2016 16:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",ASHUSINGH0086,2,TRUE
757,Before I wished someone or company deposit extra money to my account by mistake.but scary now. #demonetization #modi,11/23/2016 16:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",mrsaini,0,FALSE
758,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",11/23/2016 16:07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SharanRakesh,112,TRUE
759,"Dear @INCIndia @AamAadmiParty  pls don't worry abt COMMON  PPL.U nvr did it in D past We're okay with #demonetization
 #DeModitisation_March",11/23/2016 16:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nitinsentweets,0,FALSE
760,RT @iarunmani: Left is going to file a petition in SC against govts decision on #demonetization . My que is why the hell don't you debate i…,11/23/2016 16:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PratapShetty19,9,TRUE
761,if u cn be in Q for Long hours just to get 1 min glance of God in Tirupati/Shirdi..have same patience and faith for Country #demonetization,11/23/2016 16:06,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",shahmaulikn,0,FALSE
762,"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",11/23/2016 16:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Always4UPrasant,33,TRUE
763,@narendramodi helped bank to come out of NPA mess through #Demonetization https://t.co/mBcYFBSmK0,11/23/2016 16:06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Devtech11,0,FALSE
764,"RT @centerofright: Interesting results from @narendramodi APP poll on #DeMonetization - It is still open , Please participate https://t.co/…",11/23/2016 16:06,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",3101gp,21,TRUE
765,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",11/23/2016 16:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",parjak2008,270,TRUE
766,"RT @pGurus1: #Demonetization move of Modi; Who is supporting it, who is opposing it and why? A complete coverage of all parties - https://t…",11/23/2016 16:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Prabhav135,19,TRUE
767,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",11/23/2016 16:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vikas1689,112,TRUE
768,RT @MensRightsFF: Bet she has a hand in this! :) ;)#DeMonetisation #demonetization https://t.co/Dx1PNR0QoR,11/23/2016 16:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Satishra1010,2,TRUE
769,So far 5 lakhs asshole Bhakts found #DeMonetization #modi,11/23/2016 16:05,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",itisjaldra,0,FALSE
770,"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa…",11/23/2016 16:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yorickpinto,48,TRUE
771,RT @jackerhack: Indore's collector would like you to shut up about #demonetization. At @internetfreedom we think that is a problem. https:/…,11/23/2016 16:04,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pri1us,38,TRUE
772,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",11/23/2016 16:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Vel_Veer,270,TRUE
773,"RT @MahikaInfra: @narendramodi Ji

An unbiased POLL
Of the people
By the people
For the people
of #<U+092D><U+093E><U+0930><U+0924><U+0935><U+0930><U+094D><U+0937> abt
#demonetization
<ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
https:…",11/23/2016 16:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MahikaInfra,27,TRUE
774,DO YOU SUPPORT #DEMONETISATION #DEMONETIZATION MOVE BY PM @NARENDRAMODI ? Tweeter poll https://t.co/vyvFlGvSpq,11/23/2016 16:04,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",TenNewsDotIn,0,FALSE
775,DO YOU SUPPORT #DEMONETISATION #DEMONETIZATION MOVE BY PM @NARENDRAMODI ? Tweeter poll https://t.co/0XfuEhM064,11/23/2016 16:04,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",ten_news_dot_in,0,FALSE
776,all your policies are pro-aam aadmi. jandhan-&gt;tax declaration and now #demonetization. #WhatsTheDealModiJi @bhaiyyajispeaks @MediaCooks,11/23/2016 16:03,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",desi_uchakka,0,FALSE
777,Thinking of getting married. Need to withdraw cash by month-end to pay salaries to servants. #Demonetization #SacrificesOneHasToMake,11/23/2016 16:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",salilravindran,0,FALSE
778,"RT @centerofright: Interesting results from @narendramodi APP poll on #DeMonetization - It is still open , Please participate https://t.co/…",11/23/2016 16:03,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",56perumal,21,TRUE
779,"@MVenkaiahNaidu sir
Just saw ur speech on #Demonetization in RS. Awesome!! U r cutest politician in Indian history. I support Demonetization",11/23/2016 16:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",niraj_cruise,0,FALSE
780,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",11/23/2016 16:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Raghavrathi15,45,TRUE
781,"RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…",11/23/2016 16:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vikrantgautam56,1868,TRUE
782,RT @gauravonnet: Political parties voicing their views on #Demonetization. Why is industry silent?@ficci_india @followassocham #Demonetizat…,11/23/2016 16:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gauravonnet,1,TRUE
783,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,11/23/2016 16:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fuddudakoo,637,TRUE
784,"RT @pGurus1: #Demonetization move of Modi; Who is supporting it, who is opposing it and why? A complete coverage of all parties - https://t…",11/23/2016 16:01,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",amol_khiste,19,TRUE
785,#Demonetization a hollow move https://t.co/xyvtXP46Xz,11/23/2016 16:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gauravonnet,0,FALSE
786,What's the takeaway from @narendramodi poll on #demonetization? That 7% of #indian population is #corrupt who think gov's move was bad. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>,11/23/2016 16:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thatisuday,0,FALSE
787,RT @newley: Indian online payment firm Paytm says it has added 8 million new users in the two weeks since #demonetization https://t.co/s2XM…,11/23/2016 16:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",abhik501,2,TRUE
788,"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",11/23/2016 16:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CMPFOIndia,105,TRUE
789,"Be the Change you want to see... Sorry pink Mahatma Gandhi, no change!!!#demonetization",11/23/2016 16:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pgstays,0,FALSE
790,"People standing in queue must have voted in App. :)
#demonetization",11/23/2016 16:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RajeevJaiiswal,0,FALSE
791,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 16:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0b28370da78a482,59,TRUE
792,RBI by letting bonds rally crazily without OMO's to suck out liquidity giving easy exit to FII's at huge profits on a #Demonetization rally,11/23/2016 16:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sandipsabharwal,10,FALSE
793,"RT @BeingRight: 10 days into #demonetization deposited amount~Rs 5L Crore(out of approx Rs 15L Crore demonitized on 8th)
What'll be final f…",11/23/2016 16:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BeingRight,2,TRUE
794,Please share your opinions on #Demonetization scheme and give your frank view and suggestions https://t.co/WNE1s9GFUi,11/23/2016 16:00,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",gopalkagarwal,0,FALSE
795,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 15:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbiChengannur,41,TRUE
796,"RT @TruthRoars: @Swamy39 
The Good News: #Demonetization Spurs Behaviour Changes We All Hoped To See https://t.co/dc4bh4esG9 v",11/23/2016 15:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RazorsSpark,1,TRUE
797,RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,11/23/2016 15:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sumanchhina,275,TRUE
798,"@gauravbh @sambitswaraj  @IndiaToday None will dare to hoard 2000 <U+20B9> now,in fear of another strike on 2000 <U+20B9> note,mark it #DeMonetization",11/23/2016 15:59,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",rajans0208,0,FALSE
799,Glad to see no #atm queues in #bhagalpur. Cash withdrawals in minutes. #NoteBan #demonetization,11/23/2016 15:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrAmarpal,0,FALSE
800,Is Demonetization a Conspiracy ? #demonetization,11/23/2016 15:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",khalidbhai,0,FALSE
801,"RT @godavar: So, a story that tells you the flipside of the digital revolution @Paytm and #Demonetization are busy celebrating. My phone go…",11/23/2016 15:59,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",madmanweb,10,TRUE
802,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 15:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RajeshTamret,41,TRUE
803,RT @NimmaYash: Yash speaks his mind out on the issue of #demonetization during a discussion in @Pradesh18Kan - Team https://t.co/8YWRpJDQwj,11/23/2016 15:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nimma_Mahi,63,TRUE
804,"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",11/23/2016 15:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sK199209,105,TRUE
805,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 15:58,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",arunesh__deep,66,TRUE
806,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 15:58,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",_its_rahul,59,TRUE
807,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 15:58,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",HonestAndUnique,66,TRUE
808,"#IndiaStrikesBack
If Only opposition leaders also taking note of that #Demonetization has hit pak sponspored terror badly",11/23/2016 15:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",seemanath123,0,FALSE
809,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 15:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AdvRajHC,59,TRUE
810,RT @HPCL: HPCL Bangalore RO Helping Banks with #Demonetization Drive https://t.co/lKvkYuCd1K,11/23/2016 15:57,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",carry_on_saurya,7,TRUE
811,New Delhi: Opposition leaders demonstration against #demonetization https://t.co/ly6YMSAslt https://t.co/xCeyH5X5vM,11/23/2016 15:57,"<a href=""https://www.socialnews.xyz"" rel=""nofollow"">SocialNews_agk4444</a>",agk4444,0,FALSE
812,New Delhi: Opposition leaders demonstration against #demonetization https://t.co/eQBuCBq6V1 https://t.co/X0uqqzGwYB,11/23/2016 15:57,"<a href=""http://www.socialnews.xyz"" rel=""nofollow"">SocialNewsXYZ</a>",socialnews_xyz,0,FALSE
813,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",11/23/2016 15:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Just4India,112,TRUE
814,"Why is it so difficult for BJP to have a coherent, cogent communication on a critical situation like #demonetization?",11/23/2016 15:57,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",gbkansara,0,FALSE
815,New #Delhi: #Opposition #leaders' #demonstration against #demonetization https://t.co/ly6YMSAslt,11/23/2016 15:57,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",agk4444,0,FALSE
816,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 15:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DrDevG,66,TRUE
817,New #Delhi: #Opposition #leaders' #demonstration against #demonetization... https://t.co/Sc7zZdxhds,11/23/2016 15:57,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",socialnews_xyz,0,FALSE
818,RT Hemant_80: Did you vote on #Demonetization on Modi survey app? A,11/23/2016 15:57,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",BudbakChacha,0,FALSE
819,"Indians race for money and time....

How long, successful and sustainable will be this strategic game of #DeMonetization against Demons?",11/23/2016 15:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sarikabaheti,0,FALSE
820,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 15:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yashnkk,59,TRUE
821,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 15:57,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ModiSupporter2,59,TRUE
822,"In Cash Crunch, RBI Chief Urjit Patel 'Missing'
#Demonetization miss fire in arranging new Currency by @RBI 
 https://t.co/yWvkj4s0aY",11/23/2016 15:57,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",mallemala12,0,FALSE
823,If Meena Kumari was Tragedy Queen then Narendra Modi is surely Drama King. #Demonetization,11/23/2016 15:56,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GovernerOfIndia,0,FALSE
824,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 15:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prabin1206,59,TRUE
825,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 15:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mandeep2025,66,TRUE
826,"#Demonetization 21K Crore Deposited In #JanDhanAccount Most From Bengal, Karnataka. The reason for protests? - NDTV https://t.co/u65wQYS5zO",11/23/2016 15:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",deeepakkher,1,FALSE
827,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 15:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KeshavKarn11,59,TRUE
828,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",11/23/2016 15:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prakashbjp_,270,TRUE
829,Political parties voicing their views on #Demonetization. Why is industry silent?@ficci_india @followassocham #DemonetizationNoEffect,11/23/2016 15:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gauravonnet,1,FALSE
830,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 15:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",AAPKA_RK,66,TRUE
831,RT @iarunmani: Left is going to file a petition in SC against govts decision on #demonetization . My que is why the hell don't you debate i…,11/23/2016 15:54,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iSirArnab,9,TRUE
832,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",11/23/2016 15:53,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rahul124816,112,TRUE
